Date,Avg Temperature
1999-01-31,-4.937096774193549
1999-02-28,-1.1549999999999998
1999-03-31,-0.23774193548387093
1999-04-30,6.866
1999-05-31,13.717096774193548
1999-06-30,19.094
1999-07-31,23.364193548387096
1999-08-31,20.03258064516129
1999-09-30,17.880666666666666
1999-10-31,10.079354838709676
1999-11-30,5.647
1999-12-31,0.16612903225806458
2000-01-31,-4.7864516129032255
2000-02-29,-2.3486206896551725
2000-03-31,3.4000000000000004
2000-04-30,5.585666666666667
2000-05-31,12.751290322580646
2000-06-30,17.3
2000-07-31,19.63064516129032
2000-08-31,20.111612903225808
2000-09-30,15.880666666666666
2000-10-31,9.617096774193548
2000-11-30,4.143
2000-12-31,-5.563225806451613
2001-01-31,-2.665483870967742
2001-02-28,-3.1317857142857144
2001-03-31,-0.6780645161290323
2001-04-30,6.861666666666666
2001-05-31,12.432903225806452
2001-06-30,18.051666666666666
2001-07-31,20.350322580645162
2001-08-31,22.07903225806452
2001-09-30,16.664666666666665
2001-10-31,10.990322580645161
2001-11-30,7.390666666666666
2001-12-31,1.9341935483870967
2002-01-31,0.5512903225806451
2002-02-28,-0.9871428571428572
2002-03-31,0.6870967741935483
2002-04-30,6.355333333333333
2002-05-31,10.498709677419354
2002-06-30,18.371666666666666
2002-07-31,23.488709677419354
2002-08-31,22.106451612903225
2002-09-30,19.947666666666667
2002-10-31,9.324516129032258
2002-11-30,3.5456666666666665
2002-12-31,0.08387096774193545
2003-01-31,-7.539677419354838
2003-02-28,-7.731428571428571
2003-03-31,-1.6370967741935485
2003-04-30,3.9646666666666666
2003-05-31,9.610000000000001
2003-06-30,16.193
2003-07-31,20.158709677419353
2003-08-31,21.205806451612904
2003-09-30,16.906
2003-10-31,9.771290322580645
2003-11-30,5.403666666666667
2003-12-31,0.602258064516129
2004-01-31,-9.04967741935484
2004-02-29,-3.7437931034482754
2004-03-31,1.5229032258064517
2004-04-30,5.990333333333334
2004-05-31,11.43032258064516
2004-06-30,16.406
2004-07-31,19.927419354838708
2004-08-31,19.34741935483871
2004-09-30,18.051333333333332
2004-10-31,11.101290322580645
2004-11-30,5.327333333333333
2004-12-31,-1.677741935483871
2005-01-31,-5.988709677419355
2005-02-28,-3.646428571428572
2005-03-31,-1.622258064516129
2005-04-30,6.293
2005-05-31,10.550645161290323
2005-06-30,19.876666666666665
2005-07-31,22.801612903225806
2005-08-31,22.22967741935484
2005-09-30,19.023666666666667
2005-10-31,11.519032258064515
2005-11-30,5.485
2005-12-31,-2.4316129032258065
2006-01-31,0.6974193548387096
2006-02-28,-3.4
2006-03-31,0.9554838709677419
2006-04-30,6.803
2006-05-31,12.435806451612903
2006-06-30,18.244000000000003
2006-07-31,22.83967741935484
2006-08-31,21.013870967741937
2006-09-30,16.060333333333332
2006-10-31,9.422903225806452
2006-11-30,5.814333333333334
2006-12-31,2.596774193548387
2007-01-31,-2.451935483870968
2007-02-28,-7.721428571428571
2007-03-31,0.21806451612903227
2007-04-30,5.266333333333334
2007-05-31,12.457096774193548
2007-06-30,18.395
2007-07-31,20.606129032258064
2007-08-31,21.621935483870967
2007-09-30,18.376666666666665
2007-10-31,14.308064516129033
2007-11-30,1.1516666666666666
2007-12-31,-1.0941935483870968
2008-01-31,-1.4670967741935483
2008-02-29,-4.756206896551724
2008-03-31,-1.7832258064516129
2008-04-30,7.341666666666667
2008-05-31,10.913548387096775
2008-06-30,18.375999999999998
2008-07-31,21.25483870967742
2008-08-31,19.809032258064516
2008-09-30,17.05966666666667
2008-10-31,9.567741935483872
2008-11-30,3.621
2008-12-31,-2.3251612903225807
2009-01-31,-7.327419354838709
2009-02-28,-4.01
2009-03-31,0.37967741935483873
2009-04-30,6.519
2009-05-31,11.576451612903226
2009-06-30,16.572
2009-07-31,19.068709677419356
2009-08-31,20.626129032258063
2009-09-30,16.773666666666667
2009-10-31,9.192903225806452
2009-11-30,6.567333333333334
2009-12-31,-1.39
2010-01-31,-4.451612903225806
2010-02-28,-2.735357142857143
2010-03-31,3.6125806451612905
2010-04-30,8.991999999999999
2010-05-31,14.281612903225808
2010-06-30,18.377333333333336
2010-07-31,23.227741935483873
2010-08-31,22.259677419354837
2010-09-30,16.589333333333332
2010-10-31,10.508064516129032
2010-11-30,4.9783333333333335
2010-12-31,-2.723225806451613
2011-01-31,-6.661290322580645
2011-02-28,-4.663214285714285
2011-03-31,-0.48709677419354847
2011-04-30,5.677666666666667
2011-05-31,11.865483870967742
2011-06-30,17.33566666666667
2011-07-31,23.154516129032256
2011-08-31,21.466129032258063
2011-09-30,17.514
2011-10-31,11.433225806451613
2011-11-30,7.1033333333333335
2011-12-31,1.5958064516129031
2012-01-31,-0.8064516129032258
2012-02-29,-0.04793103448275866
2012-03-31,5.226129032258064
2012-04-30,6.6850000000000005
2012-05-31,15.420967741935485
2012-06-30,20.482666666666667
2012-07-31,23.958387096774196
2012-08-31,21.660967741935483
2012-09-30,16.577666666666666
2012-10-31,10.70483870967742
2012-11-30,3.5973333333333333
2012-12-31,1.306774193548387
2013-01-31,-1.9235483870967742
2013-02-28,-4.147857142857143
2013-03-31,-0.14290322580645162
2013-04-30,5.220666666666667
2013-05-31,12.473548387096775
2013-06-30,17.287
2013-07-31,21.28483870967742
2013-08-31,20.58483870967742
2013-09-30,16.419666666666668
2013-10-31,11.620645161290323
2013-11-30,2.9156666666666666
2013-12-31,-3.159032258064516
2014-01-31,-7.501290322580645
2014-02-28,-7.681071428571428
2014-03-31,-3.4625806451612906
2014-04-30,5.475333333333333
2014-05-31,11.849677419354839
2014-06-30,17.942333333333334
2014-07-31,19.2441935483871
2014-08-31,19.234193548387097
2014-09-30,16.230666666666668
2014-10-31,10.578709677419354
2014-11-30,2.5603333333333333
2014-12-31,0.26
2015-01-31,-6.629354838709677
2015-02-28,-12.008571428571429
2015-03-31,-1.445483870967742
2015-04-30,6.291666666666667
2015-05-31,13.261290322580646
2015-06-30,16.25
2015-07-31,20.644516129032258
2015-08-31,20.03451612903226
2015-09-30,18.575333333333333
2015-10-31,10.482903225806453
2015-11-30,6.648666666666667
2015-12-31,4.369677419354839
2016-01-31,-2.2761290322580647
2016-02-29,-2.103103448275862
2016-03-31,2.574193548387097
2016-04-30,4.203666666666667
2016-05-31,12.980322580645161
2016-06-30,18.538333333333334
2016-07-31,22.27258064516129
2016-08-31,23.081290322580646
2016-09-30,18.81866666666667
2016-10-31,12.006451612903225
2016-11-30,6.688666666666666
2016-12-31,-0.8319354838709678
2017-01-31,-1.0616129032258066
2017-02-28,0.3175
2017-03-31,-0.4680645161290323
2017-04-30,8.021333333333335
2017-05-31,11.076129032258065
2017-06-30,17.936666666666667
2017-07-31,20.46451612903226
2017-08-31,19.39741935483871
2017-09-30,17.515666666666668
2017-10-31,13.320645161290322
2017-11-30,4.199666666666667
2017-12-31,-4.417419354838709
2018-01-31,-4.550645161290323
2018-02-28,-1.4914285714285713
2018-03-31,-0.11612903225806456
2018-04-30,3.21
2018-05-31,14.169032258064517
2018-06-30,18.192666666666664
2018-07-31,22.46548387096774
2018-08-31,22.606451612903225
2018-09-30,18.389333333333333
2018-10-31,9.603870967741935
2018-11-30,2.038666666666667
2018-12-31,0.402258064516129
2019-01-31,-6.179032258064517
2019-02-28,-3.5021428571428572
2019-03-31,-0.964516129032258
2019-04-30,5.506666666666666
2019-05-31,10.350645161290323
2019-06-30,16.076
2019-07-31,22.330645161290324
2019-08-31,20.489354838709676
2019-09-30,17.594333333333335
2019-10-31,10.81258064516129
2019-11-30,1.3536666666666666
2019-12-31,-0.16322580645161291
